0;1;1.0
0;2;1.0
0;4;1.0
0;5;1.0
0;8;1.0
0;11;1.0
0;12;0.5
0;15;1.0
0;20;1.0
0;24;1.0
0;28;0.0
0;30;1.0
0;31;0.7142857142857143
0;37;0.0
0;39;1.0
0;42;1.0
0;46;1.0
0;47;1.0
0;51;1.0
0;54;1.0
0;60;1.0
0;67;1.0
0;72;1.0
0;76;1.0
0;77;1.0
0;90;0.0
0;92;1.0
0;99;1.0
1;2;1.0
1;4;1.0
1;5;1.0
1;8;1.0
1;11;1.0
1;12;1.0
1;15;1.0
1;20;1.0
1;24;1.0
1;28;1.0
1;30;1.0
1;31;1.0
1;37;1.0
1;39;1.0
1;42;0.0
1;46;1.0
1;47;1.0
1;51;1.0
1;54;1.0
1;60;1.0
1;67;1.0
1;72;1.0
1;76;1.0
1;77;1.0
1;90;1.0
1;92;1.0
1;99;1.0
2;4;0.16666666666666663
2;5;0.0
2;8;0.0
2;11;0.0
2;12;1.0
2;15;0.0
2;20;1.0
2;24;1.0
2;28;1.0
2;30;0.0
2;31;1.0
2;37;1.0
2;39;0.0
2;42;1.0
2;46;0.0
2;47;1.0
2;51;1.0
2;54;0.0
2;60;0.0
2;67;0.0
2;72;0.0
2;76;1.0
2;77;0.0
2;90;1.0
2;92;0.0
2;99;1.0
4;5;0.16666666666666663
4;8;0.8333333333333334
4;11;0.6666666666666667
4;12;1.0
4;15;0.5
4;20;1.0
4;24;1.0
4;28;1.0
4;30;0.0
4;31;1.0
4;37;1.0
4;39;0.0
4;42;1.0
4;46;0.0
4;47;1.0
4;51;1.0
4;54;0.0
4;60;0.0
4;67;0.0
4;72;0.0
4;76;1.0
4;77;0.0
4;90;1.0
4;92;0.0
4;99;1.0
5;8;0.0
5;11;0.0
5;12;1.0
5;15;0.0
5;20;1.0
5;24;1.0
5;28;1.0
5;30;0.0
5;31;1.0
5;37;1.0
5;39;0.0
5;42;1.0
5;46;0.0
5;47;1.0
5;51;1.0
5;54;0.125
5;60;0.2222222222222222
5;67;0.11111111111111116
5;72;0.0
5;76;1.0
5;77;0.0
5;90;1.0
5;92;0.0
5;99;1.0
8;11;0.0
8;12;1.0
8;15;0.0
8;20;1.0
8;24;1.0
8;28;1.0
8;30;0.0
8;31;1.0
8;37;1.0
8;39;0.0
8;42;1.0
8;46;0.0
8;47;1.0
8;51;1.0
8;54;0.0
8;60;0.0
8;67;0.0
8;72;0.0
8;76;1.0
8;77;0.0
8;90;1.0
8;92;0.0
8;99;1.0
11;12;1.0
11;15;0.0
11;20;1.0
11;24;1.0
11;28;1.0
11;30;0.0
11;31;1.0
11;37;1.0
11;39;0.0
11;42;1.0
11;46;0.0
11;47;1.0
11;51;1.0
11;54;0.125
11;60;0.11111111111111116
11;67;0.09999999999999998
11;72;0.0
11;76;1.0
11;77;0.0
11;90;1.0
11;92;0.0
11;99;1.0
12;15;1.0
12;20;1.0
12;24;0.0
12;28;0.0
12;30;1.0
12;31;0.0
12;37;1.0
12;39;1.0
12;42;1.0
12;46;1.0
12;47;1.0
12;51;1.0
12;54;1.0
12;60;1.0
12;67;1.0
12;72;1.0
12;76;0.0
12;77;1.0
12;90;0.0
12;92;1.0
12;99;0.0
15;20;1.0
15;24;1.0
15;28;1.0
15;30;0.0
15;31;1.0
15;37;1.0
15;39;0.0
15;42;1.0
15;46;0.0
15;47;1.0
15;51;1.0
15;54;0.0
15;60;0.0
15;67;0.0
15;72;0.0
15;76;1.0
15;77;0.0
15;90;1.0
15;92;0.0
15;99;1.0
20;24;1.0
20;28;1.0
20;30;1.0
20;31;1.0
20;37;1.0
20;39;1.0
20;42;1.0
20;46;1.0
20;47;1.0
20;51;1.0
20;54;1.0
20;60;1.0
20;67;1.0
20;72;1.0
20;76;1.0
20;77;1.0
20;90;1.0
20;92;1.0
20;99;1.0
24;28;0.0
24;30;1.0
24;31;0.0
24;37;1.0
24;39;1.0
24;42;1.0
24;46;1.0
24;47;1.0
24;51;1.0
24;54;1.0
24;60;1.0
24;67;1.0
24;72;1.0
24;76;0.0
24;77;1.0
24;90;0.4545454545454546
24;92;1.0
24;99;0.7272727272727273
28;30;1.0
28;31;0.0
28;37;0.4545454545454546
28;39;1.0
28;42;1.0
28;46;1.0
28;47;1.0
28;51;1.0
28;54;1.0
28;60;1.0
28;67;1.0
28;72;1.0
28;76;0.0
28;77;1.0
28;90;0.0
28;92;1.0
28;99;1.0
30;31;1.0
30;37;1.0
30;39;0.0
30;42;1.0
30;46;0.0
30;47;1.0
30;51;1.0
30;54;0.0
30;60;0.0
30;67;0.0
30;72;0.0
30;76;1.0
30;77;0.0
30;90;1.0
30;92;0.0
30;99;1.0
31;37;1.0
31;39;1.0
31;42;1.0
31;46;1.0
31;47;1.0
31;51;1.0
31;54;1.0
31;60;1.0
31;67;1.0
31;72;1.0
31;76;0.0
31;77;1.0
31;90;0.0
31;92;1.0
31;99;0.4545454545454546
37;39;1.0
37;42;1.0
37;46;1.0
37;47;1.0
37;51;1.0
37;54;1.0
37;60;1.0
37;67;1.0
37;72;1.0
37;76;1.0
37;77;1.0
37;90;0.09090909090909094
37;92;1.0
37;99;1.0
39;42;1.0
39;46;0.0
39;47;1.0
39;51;1.0
39;54;0.0
39;60;0.0
39;67;0.0
39;72;0.0
39;76;1.0
39;77;0.0
39;90;1.0
39;92;0.0
39;99;1.0
42;46;1.0
42;47;1.0
42;51;1.0
42;54;1.0
42;60;1.0
42;67;1.0
42;72;1.0
42;76;1.0
42;77;1.0
42;90;1.0
42;92;1.0
42;99;1.0
46;47;1.0
46;51;1.0
46;54;0.0
46;60;0.0
46;67;0.0
46;72;0.0
46;76;1.0
46;77;0.0
46;90;1.0
46;92;0.0
46;99;1.0
47;51;0.8888888888888888
47;54;1.0
47;60;1.0
47;67;1.0
47;72;1.0
47;76;1.0
47;77;1.0
47;90;1.0
47;92;1.0
47;99;1.0
51;54;1.0
51;60;1.0
51;67;1.0
51;72;1.0
51;76;1.0
51;77;1.0
51;90;1.0
51;92;1.0
51;99;1.0
54;60;0.0
54;67;0.0
54;72;0.0
54;76;1.0
54;77;0.0
54;90;1.0
54;92;0.0
54;99;1.0
60;67;0.0
60;72;0.0
60;76;1.0
60;77;0.0
60;90;1.0
60;92;0.0
60;99;1.0
67;72;0.0
67;76;1.0
67;77;0.0
67;90;1.0
67;92;0.0
67;99;1.0
72;76;1.0
72;77;0.0
72;90;1.0
72;92;0.0
72;99;1.0
76;77;1.0
76;90;0.0
76;92;1.0
76;99;0.7272727272727273
77;90;1.0
77;92;0.0
77;99;1.0
90;92;1.0
90;99;0.9090909090909091
92;99;1.0
